"Date","Price","Open","High","Low","Vol.","Change %"
"03/31/2023","129.32","130.60","130.60","128.36","3.54M","-0.98%"
"03/30/2023","130.60","132.30","133.44","129.80","4.85M","-0.94%"
"03/29/2023","131.84","128.00","134.44","127.10","10.37M","3.37%"
"03/28/2023","127.54","128.58","128.94","126.56","2.27M","-0.50%"
"03/27/2023","128.18","127.00","128.42","126.86","2.81M","1.33%"
"03/24/2023","126.50","126.20","126.50","125.40","1.26M","0.24%"
"03/23/2023","126.20","125.00","126.54","123.92","2.88M","0.88%"
"03/22/2023","125.10","125.98","126.32","125.00","1.49M","-0.78%"
"03/21/2023","126.08","128.24","128.58","125.12","3.45M","-1.18%"
"03/20/2023","127.58","125.40","128.00","124.42","5.78M","1.98%"
"03/17/2023","125.10","125.02","125.96","124.32","3.99M","0.77%"
"03/16/2023","124.14","123.80","124.32","120.80","3.42M","0.26%"
"03/15/2023","123.82","125.94","126.42","122.50","3.35M","-1.50%"
"03/14/2023","125.70","125.00","126.26","124.02","2.72M","0.62%"
"03/13/2023","124.92","127.00","127.20","124.02","4.50M","-1.36%"
"03/10/2023","126.64","125.90","127.20","125.40","2.66M","0.14%"
"03/09/2023","126.46","126.40","127.22","125.22","2.63M","0.06%"
"03/07/2023","126.38","126.90","127.40","125.70","3.38M","-0.46%"
"03/06/2023","126.96","128.50","129.10","126.60","5.01M","-1.06%"
"03/03/2023","128.32","126.20","128.54","125.30","2.94M","1.73%"
"03/02/2023","126.14","127.90","128.90","124.32","6.61M","-1.44%"
"03/01/2023","127.98","125.98","128.52","125.14","5.70M","2.22%"
"02/28/2023","125.20","124.20","126.00","123.80","5.40M","0.92%"
"02/27/2023","124.06","119.88","124.64","117.84","6.00M","3.38%"
"02/24/2023","120.00","121.32","122.44","118.90","3.08M","-0.78%"
"02/22/2023","120.94","122.02","122.38","119.56","4.05M","-0.69%"
"02/21/2023","121.78","117.88","122.00","117.72","6.03M","3.33%"
"02/20/2023","117.86","117.22","118.34","114.40","3.84M","0.36%"
"02/17/2023","117.44","116.88","118.60","115.74","4.33M","-0.47%"
"02/16/2023","118.00","118.40","120.34","115.46","5.49M","0.34%"
"02/15/2023","117.60","122.50","122.58","115.20","6.67M","-4.34%"
"02/14/2023","122.94","126.26","126.66","122.76","4.20M","-2.97%"
"02/13/2023","126.70","125.04","127.48","125.02","4.23M","1.36%"
"02/10/2023","125.00","122.04","125.70","121.72","7.15M","2.04%"
"02/09/2023","122.50","119.30","123.24","118.34","4.59M","2.68%"
"02/08/2023","119.30","121.90","122.42","119.10","3.49M","-2.08%"
"02/07/2023","121.84","123.22","123.90","120.80","3.42M","-1.30%"
"02/06/2023","123.44","120.40","123.68","119.82","5.09M","2.63%"
"02/03/2023","120.28","120.22","120.68","118.10","4.16M","0.05%"
"02/02/2023","120.22","119.80","120.88","118.00","5.56M","1.06%"
"02/01/2023","118.96","117.00","120.00","116.50","5.21M","1.85%"
"01/31/2023","116.80","115.40","116.98","114.80","2.92M","1.42%"
"01/30/2023","115.16","113.76","115.38","113.76","3.01M","1.23%"
"01/27/2023","113.76","112.38","113.98","112.22","2.29M","1.25%"
"01/26/2023","112.36","111.76","113.16","111.24","1.87M","0.64%"
"01/25/2023","111.64","111.26","112.10","110.72","1.70M","0.34%"
"01/24/2023","111.26","111.82","112.80","111.08","1.77M","-0.68%"
"01/23/2023","112.02","112.30","112.46","111.28","1.60M","0.04%"
"01/20/2023","111.98","111.80","112.28","110.88","1.82M","0.43%"
"01/19/2023","111.50","111.50","112.46","110.58","2.79M","-0.04%"
"01/18/2023","111.54","111.30","113.30","110.84","3.26M","0.14%"
"01/17/2023","111.38","114.38","114.52","111.00","4.75M","-2.55%"
"01/16/2023","114.30","112.20","114.48","112.20","4.36M","1.91%"
"01/13/2023","112.16","111.50","112.30","110.70","2.00M","0.59%"
"01/12/2023","111.50","112.16","112.40","110.22","2.32M","-0.54%"
"01/11/2023","112.10","109.00","112.28","109.00","3.47M","2.64%"
"01/10/2023","109.22","109.90","110.18","108.64","3.62M","-1.07%"
"01/09/2023","110.40","111.90","112.38","109.80","4.64M","-0.84%"
"01/06/2023","111.34","112.28","112.50","111.18","1.90M","-0.64%"
"01/05/2023","112.06","112.30","112.66","110.88","2.31M","-0.25%"
"01/04/2023","112.34","114.58","114.62","111.82","4.18M","-1.77%"
"01/03/2023","114.36","113.00","115.20","112.70","6.51M","-2.89%"
"12/30/2022","117.76","115.68","118.32","115.24","4.21M","2.19%"
"12/29/2022","115.24","115.10","115.96","114.50","1.55M","-0.28%"
"12/28/2022","115.56","116.00","116.60","114.80","3.13M","-0.33%"
"12/27/2022","115.94","115.48","115.98","113.78","3.60M","0.56%"
"12/26/2022","115.30","114.60","115.52","114.30","2.35M","0.59%"
"12/23/2022","114.62","113.76","115.48","112.50","3.04M","0.76%"
"12/22/2022","113.76","115.12","115.94","112.94","4.56M","-0.77%"
"12/21/2022","114.64","114.98","117.00","112.80","6.67M","0.16%"
"12/20/2022","114.46","111.36","115.70","111.12","8.20M","2.80%"
"12/19/2022","111.34","108.50","112.20","107.68","6.02M","2.75%"
"12/16/2022","108.36","107.02","108.96","106.76","2.07M","1.18%"
"12/15/2022","107.10","108.82","109.58","107.10","4.68M","-1.60%"
"12/14/2022","108.84","107.58","109.82","106.78","5.17M","1.36%"
"12/13/2022","107.38","107.40","108.40","106.06","4.53M","0.22%"
"12/12/2022","107.14","107.38","107.94","106.30","4.12M","0.66%"
"12/09/2022","106.44","107.86","108.96","105.40","5.37M","-1.26%"
"12/08/2022","107.80","105.90","107.98","105.36","5.35M","1.89%"
"12/07/2022","105.80","106.34","106.94","104.98","2.95M","-0.71%"
"12/06/2022","106.56","105.92","107.00","105.30","3.32M","0.81%"
"12/05/2022","105.70","105.50","106.60","104.72","2.61M","0.25%"
"12/02/2022","105.44","106.60","106.60","104.90","2.43M","-1.11%"
"12/01/2022","106.62","106.42","107.00","106.02","2.05M","0.13%"
"11/30/2022","106.48","106.10","106.62","105.28","1.86M","0.09%"
"11/29/2022","106.38","106.12","107.20","105.58","3.28M","0.59%"
"11/28/2022","105.76","104.90","105.90","103.52","2.62M","0.34%"
"11/25/2022","105.40","106.16","106.80","104.88","2.74M","-0.72%"
"11/24/2022","106.16","107.36","107.86","105.60","2.70M","-0.54%"
"11/23/2022","106.74","107.54","107.96","105.60","3.97M","-0.09%"
"11/22/2022","106.84","104.88","107.76","103.20","5.26M","2.42%"
"11/21/2022","104.32","105.80","105.80","103.16","3.58M","-1.49%"
"11/18/2022","105.90","105.60","105.98","104.50","2.68M","0.21%"
"11/17/2022","105.68","107.24","108.00","105.12","3.55M","-1.34%"
"11/16/2022","107.12","104.80","107.50","104.28","4.95M","3.06%"
"11/15/2022","103.94","107.20","109.50","101.30","9.53M","-2.84%"
"11/14/2022","106.98","107.70","108.00","105.66","5.60M","-0.02%"
"11/11/2022","107.00","107.60","109.00","104.58","4.95M","-0.30%"
"11/10/2022","107.32","104.22","107.76","103.12","7.59M","2.93%"
"11/09/2022","104.26","108.42","108.98","103.82","8.10M","-4.45%"
"11/08/2022","109.12","110.20","111.50","108.06","7.29M","-0.73%"
"11/07/2022","109.92","105.00","111.00","104.52","12.08M","5.69%"
"11/03/2022","104.00","100.50","104.80","99.16","9.23M","3.36%"
"11/02/2022","100.62","103.34","103.46","98.52","4.31M","-2.58%"
"11/01/2022","103.28","103.30","104.88","101.30","6.17M","0.19%"
"10/31/2022","103.08","106.26","106.26","101.82","8.62M","-2.74%"
"10/28/2022","105.98","105.56","106.76","103.16","10.42M","0.38%"
"10/27/2022","105.58","100.50","107.24","99.20","18.25M","5.37%"
"10/26/2022","100.20","96.32","101.40","95.02","11.58M","4.07%"
"10/25/2022","96.28","93.46","97.00","93.18","7.47M","3.02%"
"10/24/2022","93.46","94.52","95.26","92.02","9.12M","-0.91%"
"10/21/2022","94.32","89.36","94.50","87.80","15.86M","5.62%"
"10/20/2022","89.30","86.18","89.90","85.74","9.75M","4.71%"
"10/19/2022","85.28","84.70","85.94","83.56","5.17M","0.40%"
"10/18/2022","84.94","88.08","88.34","84.82","10.14M","-3.17%"
"10/17/2022","87.72","83.10","87.72","82.14","12.33M","6.38%"
"10/14/2022","82.46","82.24","83.86","80.22","7.20M","0.05%"
"10/13/2022","82.42","81.82","83.24","81.04","3.97M","0.15%"
"10/12/2022","82.30","83.38","83.62","80.68","6.84M","-0.60%"
"10/11/2022","82.80","78.30","83.36","76.52","14.88M","5.99%"
"10/10/2022","78.12","71.98","78.22","70.40","13.72M","5.71%"
"10/07/2022","73.90","78.00","78.00","73.20","13.89M","-5.52%"
"10/06/2022","78.22","80.16","82.28","77.56","13.51M","-2.74%"
"10/05/2022","80.42","82.30","82.44","77.50","11.66M","-3.46%"
"10/04/2022","83.30","87.00","87.38","81.74","10.88M","-3.99%"
"10/03/2022","86.76","85.46","88.26","82.20","12.09M","2.19%"
"09/30/2022","84.90","78.50","85.40","75.00","18.43M","8.76%"
"09/29/2022","78.06","81.70","82.30","76.50","8.65M","-4.46%"
"09/28/2022","81.70","82.66","84.94","79.18","11.31M","-0.22%"
"09/27/2022","81.88","79.74","82.70","76.12","10.86M","5.92%"
"09/26/2022","77.30","90.36","91.14","77.04","19.46M","-15.63%"
"09/23/2022","91.62","100.46","100.46","90.02","14.33M","-8.84%"
"09/22/2022","100.50","101.00","104.48","100.16","7.10M","0.08%"
"09/21/2022","100.42","97.20","106.14","97.20","12.42M","-7.72%"
"09/20/2022","108.82","117.00","117.10","106.50","14.20M","-6.75%"
"09/19/2022","116.70","117.24","117.96","115.90","3.90M","-0.38%"
"09/16/2022","117.14","118.96","119.14","116.60","5.27M","-1.43%"
"09/15/2022","118.84","118.28","119.28","117.72","3.80M","0.85%"
"09/14/2022","117.84","118.34","118.34","115.32","4.32M","-0.42%"
"09/13/2022","118.34","119.98","120.78","117.76","4.81M","-1.20%"
"09/12/2022","119.78","117.50","121.70","117.48","7.28M","1.72%"
"09/09/2022","117.76","117.02","117.98","116.00","6.41M","0.82%"
"09/08/2022","116.80","119.20","119.36","116.66","4.79M","-1.72%"
"09/07/2022","118.84","121.48","122.46","118.84","6.11M","-1.87%"
"09/06/2022","121.10","125.80","125.82","120.66","6.62M","-3.89%"
"09/05/2022","126.00","123.00","126.00","121.58","4.69M","2.86%"
"09/02/2022","122.50","118.66","122.50","118.42","5.49M","3.81%"
"09/01/2022","118.00","121.40","121.76","117.18","5.26M","-2.20%"
"08/31/2022","120.66","119.00","123.96","118.12","5.45M","1.51%"
"08/30/2022","118.86","116.50","119.50","116.50","8.20M","2.03%"
"08/29/2022","116.50","115.02","116.50","114.58","3.94M","1.30%"
"08/26/2022","115.00","115.42","115.42","113.52","3.94M","-0.17%"
"08/25/2022","115.20","117.48","117.78","114.50","4.17M","-1.94%"
"08/24/2022","117.48","116.86","117.48","116.40","1.69M","0.51%"
"08/23/2022","116.88","116.60","117.72","116.22","2.45M","0.36%"
"08/22/2022","116.46","115.10","117.08","114.30","3.28M","1.36%"
"08/19/2022","114.90","115.20","115.42","113.78","4.05M","-0.31%"
"08/18/2022","115.26","116.30","116.50","114.94","3.69M","-0.81%"
"08/17/2022","116.20","117.96","118.00","116.20","3.44M","-1.53%"
"08/16/2022","118.00","117.94","118.48","116.68","4.27M","0.03%"
"08/15/2022","117.96","117.68","117.96","115.70","2.90M","0.68%"
"08/12/2022","117.16","117.22","117.96","115.00","4.02M","-0.44%"
"08/11/2022","117.68","118.50","119.98","117.10","3.52M","-0.69%"
"08/10/2022","118.50","118.36","118.50","116.52","3.13M","-0.57%"
"08/09/2022","119.18","119.10","119.18","116.12","4.25M","0.37%"
"08/08/2022","118.74","122.50","122.50","118.08","2.96M","-1.13%"
"08/05/2022","120.10","124.48","125.00","119.36","2.63M","-3.53%"
"08/04/2022","124.50","125.00","126.80","121.56","2.49M","-0.43%"
"08/03/2022","125.04","127.14","129.12","124.70","2.87M","-3.82%"
"08/02/2022","130.00","131.70","132.96","130.00","2.76M","-1.29%"
"08/01/2022","131.70","131.94","136.36","128.20","10.76M","1.31%"
"07/29/2022","130.00","124.52","130.00","124.52","2.39M","3.59%"
"07/28/2022","125.50","125.98","127.80","123.00","6.16M","-0.05%"
"07/27/2022","125.56","123.50","126.70","122.12","4.58M","2.00%"
"07/26/2022","123.10","119.32","123.10","119.32","1.86M","3.69%"
"07/25/2022","118.72","117.02","121.98","116.80","2.93M","1.09%"
"07/22/2022","117.44","115.36","117.50","114.06","1.98M","1.35%"
"07/21/2022","115.88","119.42","119.42","114.00","3.24M","-3.42%"
"07/20/2022","119.98","123.30","123.82","118.60","3.29M","-2.61%"
"07/19/2022","123.20","125.70","126.04","121.00","2.87M","-1.80%"
"07/18/2022","125.46","129.40","130.04","125.46","1.56M","-3.33%"
"07/15/2022","129.78","127.30","129.78","124.70","1.87M","2.08%"
"07/14/2022","127.14","129.80","131.20","126.02","1.57M","-2.05%"
"07/13/2022","129.80","132.80","133.02","128.10","1.65M","-2.05%"
"07/12/2022","132.52","136.20","136.48","132.40","1.48M","-2.93%"
"07/11/2022","136.52","138.00","138.50","135.50","1.02M","-1.07%"
"07/08/2022","138.00","138.20","138.20","135.60","945.84K","-0.27%"
"07/07/2022","138.38","138.62","139.66","136.50","1.26M","-0.37%"
"07/06/2022","138.90","136.00","140.50","135.60","2.52M","1.76%"
"07/05/2022","136.50","135.34","136.78","132.48","1.54M","0.74%"
"07/04/2022","135.50","135.00","136.50","133.46","1.61M","1.80%"
"07/01/2022","133.10","133.30","140.18","131.08","3.33M","-0.22%"
"06/30/2022","133.40","137.78","139.96","133.00","3.83M","-3.18%"
"06/29/2022","137.78","133.90","139.14","131.44","2.60M","2.82%"
"06/28/2022","134.00","135.44","135.84","133.90","1.38M","-1.47%"
"06/27/2022","136.00","135.70","136.18","134.00","1.40M","0.07%"
"06/24/2022","135.90","137.00","138.50","134.32","1.98M","-0.80%"
"06/23/2022","137.00","134.86","137.00","132.40","2.11M","1.59%"
"06/22/2022","134.86","132.78","137.18","130.20","1.90M","0.42%"
"06/21/2022","134.30","135.00","138.92","132.96","4.05M","-0.06%"
"06/20/2022","134.38","130.34","134.38","130.02","2.52M","3.27%"
"06/17/2022","130.12","131.00","131.72","129.92","1.27M","-0.67%"
"06/16/2022","131.00","129.00","132.48","128.34","2.76M","1.72%"
"06/15/2022","128.78","129.44","130.00","128.50","1.81M","-0.82%"
"06/14/2022","129.84","129.50","129.84","127.30","1.55M","-0.66%"
"06/10/2022","130.70","129.80","131.00","126.10","1.75M","0.71%"
"06/09/2022","129.78","134.00","139.48","128.06","2.64M","-3.06%"
"06/08/2022","133.88","133.00","135.46","132.02","2.22M","1.44%"
"06/07/2022","131.98","129.40","133.00","124.50","4.69M","1.92%"
"06/06/2022","129.50","130.02","130.20","127.02","1.82M","-0.40%"
"06/03/2022","130.02","135.20","135.80","124.12","7.32M","-4.58%"
"06/02/2022","136.26","141.88","142.50","135.10","2.52M","-4.18%"
"06/01/2022","142.20","144.00","144.20","140.62","2.68M","-1.46%"
"05/31/2022","144.30","144.90","145.54","142.12","1.23M","-0.84%"
"05/30/2022","145.52","149.92","150.00","143.80","2.66M","-2.90%"
"05/27/2022","149.86","151.00","151.88","149.04","1.22M","-0.61%"
"05/26/2022","150.78","150.50","153.62","147.60","1.29M","0.19%"
"05/25/2022","150.50","149.48","152.90","148.00","934.81K","2.38%"
"05/24/2022","147.00","151.82","152.26","146.80","1.61M","-2.88%"
"05/23/2022","151.36","157.02","157.84","150.30","1.23M","-2.94%"
"05/20/2022","155.94","161.50","161.50","155.70","1.54M","-3.51%"
"05/19/2022","161.62","160.34","161.62","157.14","936.86K","0.82%"
"05/18/2022","160.30","159.00","162.48","159.00","2.56M","0.82%"
"05/17/2022","159.00","159.46","160.48","159.00","1.20M","-0.63%"
"05/16/2022","160.00","155.88","160.00","155.04","923.88K","3.16%"
"05/13/2022","155.10","156.02","157.44","155.00","602.34K","-0.58%"
"05/12/2022","156.00","159.08","160.50","155.50","927.77K","-2.12%"
"05/11/2022","159.38","160.52","160.90","158.04","1.08M","-1.62%"
"05/06/2022","162.00","157.64","162.00","156.66","853.33K","2.57%"
"05/05/2022","157.94","156.60","157.94","155.00","700.78K","1.90%"
"05/04/2022","155.00","160.48","160.68","155.00","796.49K","-2.27%"
"04/29/2022","158.60","154.10","160.86","154.10","1.78M","0.86%"
"04/28/2022","157.24","159.96","162.00","157.00","1.92M","-0.58%"
"04/27/2022","158.16","157.98","160.84","156.24","1.19M","0.11%"
"04/26/2022","157.98","151.20","157.98","150.54","1.31M","3.40%"
"04/25/2022","152.78","155.46","155.78","149.40","1.18M","-1.98%"
"04/22/2022","155.86","154.66","159.50","153.20","1.83M","0.55%"
"04/21/2022","155.00","156.50","156.50","152.08","1.59M","-0.96%"
"04/20/2022","156.50","149.50","158.90","147.00","2.64M","4.92%"
"04/19/2022","149.16","148.30","150.00","143.00","1.76M","0.78%"
"04/18/2022","148.00","155.00","155.84","148.00","1.24M","-4.65%"
"04/15/2022","155.22","150.20","155.22","145.60","2.26M","3.34%"
"04/14/2022","150.20","155.00","155.00","150.00","1.46M","-3.10%"
"04/13/2022","155.00","157.34","157.76","152.02","1.21M","-0.28%"
"04/12/2022","155.44","159.12","159.12","152.10","1.69M","-1.12%"
"04/11/2022","157.20","161.16","161.44","156.42","1.98M","-2.45%"
"04/08/2022","161.14","162.50","162.50","160.00","1.29M","0.39%"
"04/07/2022","160.52","160.50","163.20","160.10","1.73M","0.01%"
"04/06/2022","160.50","162.50","163.00","158.10","2.41M","-1.23%"
"04/05/2022","162.50","171.88","172.84","161.20","3.85M","-5.47%"
"04/04/2022","171.90","173.40","177.82","166.10","3.97M","-0.75%"
"04/01/2022","173.20","174.70","181.46","172.00","7.91M","0.76%"
"03/31/2022","171.90","170.00","179.52","168.50","6.57M","2.93%"
"03/30/2022","167.00","164.00","168.40","160.00","2.62M","5.68%"
"03/29/2022","158.02","164.08","175.00","152.00","4.22M","-3.35%"
"03/28/2022","163.50","173.42","174.90","159.30","2.15M","-5.49%"
"03/25/2022","173.00","183.10","192.00","170.40","2.46M","-5.46%"
"03/24/2022","183.00","170.00","212.22","161.00","11.80M","3.10%"
"02/25/2022","177.50","185.12","202.34","160.96","22.10M","-1.76%"
"02/24/2022","180.68","198.10","207.98","142.00","30.19M","-17.89%"
"02/22/2022","220.04","200.82","223.54","191.92","30.43M","9.48%"
"02/21/2022","200.98","226.90","230.50","186.00","36.90M","-11.42%"
"02/18/2022","226.90","228.92","231.52","223.56","15.29M","-0.27%"
"02/17/2022","227.52","235.70","235.70","225.84","15.81M","-3.47%"
"02/16/2022","235.70","233.00","236.50","230.44","8.91M","1.14%"
"02/15/2022","233.04","227.88","236.20","227.88","15.82M","2.20%"
"02/14/2022","228.02","220.96","230.50","216.54","15.81M","2.96%"
"02/11/2022","221.46","226.00","228.72","219.00","15.43M","-2.31%"
"02/10/2022","226.70","232.20","232.42","224.40","18.41M","-2.49%"
"02/09/2022","232.50","226.78","233.30","226.78","18.17M","2.53%"
"02/08/2022","226.76","221.00","228.00","219.30","16.23M","2.82%"
"02/07/2022","220.54","216.50","220.80","215.44","16.41M","1.74%"
"02/04/2022","216.76","216.18","219.84","214.00","9.53M","0.27%"
"02/03/2022","216.18","219.78","221.92","213.52","13.89M","-1.64%"
"02/02/2022","219.78","215.30","219.98","214.82","13.07M","2.08%"
"02/01/2022","215.30","214.40","215.50","211.62","7.22M","0.92%"
"01/31/2022","213.34","210.74","215.94","210.74","7.68M","1.24%"
"01/28/2022","210.72","210.52","212.70","206.26","7.38M","1.04%"
"01/27/2022","208.56","201.24","211.48","198.88","11.23M","3.24%"
"01/26/2022","202.02","198.00","206.64","194.62","14.02M","1.86%"
"01/25/2022","198.34","195.64","200.62","191.74","13.27M","0.97%"
"01/24/2022","196.44","207.80","208.40","193.04","20.22M","-5.05%"
"01/21/2022","206.88","209.70","211.46","206.08","12.27M","-1.37%"
"01/20/2022","209.76","212.00","215.12","207.20","10.26M","-0.22%"
"01/19/2022","210.22","204.10","212.94","198.50","19.71M","2.20%"
"01/18/2022","205.70","211.50","212.22","198.50","19.66M","-2.74%"
"01/17/2022","211.50","214.00","216.72","207.62","9.45M","-1.17%"
"01/14/2022","214.00","218.12","220.44","211.02","12.60M","-2.29%"
"01/13/2022","219.02","220.58","221.52","216.96","10.26M","-0.71%"
"01/12/2022","220.58","217.30","220.98","215.76","8.10M","1.52%"
"01/11/2022","217.28","212.90","217.94","210.92","9.42M","2.34%"
"01/10/2022","212.32","214.62","215.82","210.50","5.67M","-0.70%"
"01/06/2022","213.82","213.04","217.98","211.80","9.23M","0.09%"
"01/05/2022","213.62","218.50","218.76","212.32","5.96M","-2.19%"
"01/04/2022","218.40","218.80","219.40","216.52","6.52M","-0.13%"
"01/03/2022","218.68","217.04","219.04","216.12","4.19M","0.76%"
"12/30/2021","217.04","215.02","217.90","213.00","6.19M","0.94%"
"12/29/2021","215.02","215.86","216.72","213.50","4.07M","-0.34%"
"12/28/2021","215.76","215.00","217.62","214.32","8.35M","0.54%"
"12/27/2021","214.60","212.40","215.00","211.90","4.54M","1.04%"
"12/24/2021","212.40","211.20","212.50","209.50","3.79M","0.58%"
"12/23/2021","211.18","211.00","212.56","209.80","6.43M","0.16%"
"12/22/2021","210.84","212.40","212.80","210.68","5.80M","-0.69%"
"12/21/2021","212.30","215.84","217.70","209.70","11.14M","-1.16%"
"12/20/2021","214.80","210.32","215.80","207.14","14.06M","1.95%"
"12/17/2021","210.70","210.00","211.12","207.38","10.41M","0.57%"
"12/16/2021","209.50","202.88","211.92","202.88","13.92M","3.31%"
"12/15/2021","202.78","199.80","203.56","197.76","8.87M","1.49%"
"12/14/2021","199.80","203.90","204.00","184.80","21.75M","-2.11%"
"12/13/2021","204.10","212.20","213.64","202.72","11.59M","-3.82%"
"12/10/2021","212.20","211.50","214.06","209.22","10.76M","0.48%"
"12/09/2021","211.18","208.06","212.18","207.28","13.85M","1.63%"
"12/08/2021","207.80","208.36","210.16","206.02","10.32M","-0.27%"
"12/07/2021","208.36","207.00","209.76","202.50","16.81M","0.71%"
"12/06/2021","206.90","207.16","209.40","205.10","14.50M","-5.70%"
"12/03/2021","219.40","218.68","221.98","217.70","22.90M","0.49%"
"12/02/2021","218.34","217.42","218.50","215.32","12.65M","0.98%"
"12/01/2021","216.22","217.60","220.00","215.32","14.87M","-0.40%"
"11/30/2021","217.08","218.02","219.50","214.10","23.08M","-1.37%"
"11/29/2021","220.10","219.02","222.10","218.40","11.26M","1.27%"
"11/26/2021","217.34","220.92","220.96","215.82","12.40M","-2.67%"
"11/25/2021","223.30","223.00","224.52","222.14","5.45M","0.28%"
"11/24/2021","222.68","223.00","225.24","220.00","11.96M","-0.05%"
"11/23/2021","222.80","217.96","223.60","213.72","15.52M","1.64%"
"11/22/2021","219.20","223.00","224.62","212.34","16.17M","-1.51%"
"11/19/2021","222.56","225.50","226.50","220.70","7.97M","-0.94%"
"11/18/2021","224.68","222.86","226.80","222.34","11.19M","0.62%"
"11/17/2021","223.30","224.66","224.66","222.28","6.24M","0.36%"
"11/16/2021","222.50","221.96","222.80","220.10","8.38M","0.55%"
"11/15/2021","221.28","219.20","223.28","215.40","14.57M","0.14%"
"11/12/2021","220.98","225.00","225.38","219.30","14.87M","-1.66%"
"11/11/2021","224.70","222.00","225.00","221.18","12.08M","1.33%"
"11/10/2021","221.76","227.00","228.18","221.50","11.79M","-2.35%"
"11/09/2021","227.10","223.08","229.38","221.28","16.42M","1.74%"
"11/08/2021","223.22","222.68","223.82","219.50","12.43M","0.72%"
"11/05/2021","221.62","223.00","223.42","219.22","10.12M","-1.37%"
"11/03/2021","224.70","225.40","225.40","222.22","8.59M","-0.13%"
"11/02/2021","225.00","227.70","228.10","224.10","7.97M","-1.18%"
"11/01/2021","227.68","223.90","227.92","223.62","9.18M","1.82%"
"10/29/2021","223.60","225.24","225.50","221.16","8.51M","-0.92%"
"10/28/2021","225.68","228.90","229.66","222.20","17.30M","-1.37%"
"10/27/2021","228.82","230.98","230.98","224.72","11.92M","-0.99%"
"10/26/2021","231.10","228.60","234.46","227.64","20.65M","0.99%"
"10/25/2021","228.84","227.00","228.90","225.76","12.87M","1.49%"
"10/22/2021","225.48","225.70","228.20","224.48","14.52M","-0.19%"
"10/21/2021","225.92","219.02","228.40","219.02","27.85M","2.37%"
"10/20/2021","220.70","221.60","222.30","217.04","14.32M","-0.68%"
"10/19/2021","222.22","220.64","224.06","218.22","18.90M","1.36%"
"10/18/2021","219.24","211.84","219.50","209.20","15.23M","3.63%"
"10/15/2021","211.56","216.90","217.62","210.10","14.03M","-1.92%"
"10/14/2021","215.70","215.50","216.40","214.50","8.68M","0.53%"
